date,Pollution,Food
4/7/2006,247437.8589,214066.6639
4/8/2006,250558.3165,223702.7546
4/9/2006,251642.5427,226201.7175
4/10/2006,251563.7815,226158.3219
4/11/2006,256980.4392,225122.0278
4/12/2006,251949.3506,215458.8107
4/13/2006,257161.7819,225887.7929
4/14/2006,261643.2496,224857.2606
4/15/2006,250183.5424,210925.2551
4/16/2006,260442.58,222932.6574
4/17/2006,254550.6605,224696.126
4/18/2006,256857.6192,225176.2212
4/19/2006,256849.8142,227225.5607
4/20/2006,254509.3778,227226.5894
4/21/2006,264236.9699,228977.0049
4/22/2006,267906.2989,231895.7296
4/23/2006,265853.5824,227593.479
4/24/2006,257895.1589,228479.7537
4/25/2006,258779.8441,233151.8392
4/26/2006,267073.6331,235469.9535
4/27/2006,272025.2238,236713.4641
4/28/2006,264167.5375,224727.0366
4/29/2006,280024.4794,235598.7363
4/30/2006,280655.268,237393.4249
5/1/2006,273936.8155,238496.3185
5/2/2006,283596.2146,239387.1248
5/3/2006,283195.7898,236837.1371
5/4/2006,277330.6344,226763.6112
5/5/2006,277452.0368,235084.9285
5/6/2006,277533.8174,238171.4222
5/7/2006,280629.3974,243507.8744
5/8/2006,284352.4337,242191.4645
5/9/2006,285449.3161,246083.1876
5/10/2006,286110.3845,249933.7337
5/11/2006,283141.3189,249420.6185
5/12/2006,287647.9997,253240.9245
5/13/2006,289394.9628,256855.4213
5/14/2006,288840.6079,254790.4081
5/15/2006,288562.0523,255963.6945
5/16/2006,287406.1875,252332.0624
5/17/2006,284052.6032,253896.3546
5/18/2006,278674.3047,253113.0596
5/19/2006,276737.9041,250094.9625
5/20/2006,282477.5877,249416.6345
5/21/2006,280395.3446,248527.4867
5/22/2006,280608.444,245487.4184
5/23/2006,265758.8688,249851.8785
5/24/2006,270229.5477,243285.6001
5/25/2006,269080.3595,237354.3014
5/26/2006,271709.1571,248518.2436
5/27/2006,275685.3682,254204.4713
5/28/2006,278082.5209,256542.4527
5/29/2006,276444.5748,257825.1375
5/30/2006,271247.0079,259478.9371
5/31/2006,275292.8816,258542.6933
6/1/2006,273757.6859,247990.0839
6/2/2006,280154.7416,261271.1864
6/3/2006,279779.2085,264820.9973
6/4/2006,271939.1388,266771.5619
6/5/2006,272995.558,266976.572
6/6/2006,274592.0922,263990.7268
6/7/2006,277088.5649,263653.1134
6/8/2006,278930.0767,265703.8232
6/9/2006,281531.0491,270799.8173
6/10/2006,277393.9109,276557.5438
6/11/2006,275888.7408,271654.1143
6/12/2006,273594.5196,273476.0383
6/13/2006,270079.6064,261570.1343
6/14/2006,259564.6308,246769.6982
6/15/2006,268852.3986,255343.1696
6/16/2006,280850.629,284677.9664
6/17/2006,275061.9729,281839.7085
6/18/2006,261901.3279,276012.5013
6/19/2006,269395.7627,270459.566
6/20/2006,279273.4436,272283.6056
6/21/2006,285352.6001,270319.2656
6/22/2006,268118.9647,272626.7346
6/23/2006,277613.0787,271469.3044
6/24/2006,272071.315,256379.7281
6/25/2006,284548.4439,277338.9832
6/26/2006,286822.7235,276670.1661
6/27/2006,280157.2703,270547.1874
6/28/2006,278118.4928,268537.3678
6/29/2006,286549.1761,285601.9234
6/30/2006,291348.9146,298562.2629
7/1/2006,292194.6122,293420.665
7/2/2006,295664.6837,301227.0404
7/3/2006,296048.1224,302549.6764
7/4/2006,290738.8769,301595.9513
7/5/2006,288694.0747,299794.158
7/6/2006,279136.0868,288569.7412
7/7/2006,278950.2508,299115.9679
7/8/2006,281123.5399,295117.178
7/9/2006,281980.7978,295189.0238
7/10/2006,281436.6419,296977.9149
7/11/2006,282342.5977,292279.5271
7/12/2006,275884.9014,292064.0139
7/13/2006,276058.1644,292263.6246
7/14/2006,278687.8523,296771.4242
7/15/2006,274984.258,285130.0466
7/16/2006,278515.0279,283097.7525
7/17/2006,282603.2254,288135.0464
7/18/2006,274737.8884,280997.5265
7/19/2006,278973.286,284262.7398
7/20/2006,279150.6144,276970.3334
7/21/2006,282339.446,295938.1395
7/22/2006,281248.6576,298805.9995
7/23/2006,276046.0091,292823.1854
7/24/2006,271455.6759,291077.378
7/25/2006,277847.2984,293084.963
7/26/2006,280608.1774,300879.6463
7/27/2006,279739.7614,296012.7056
7/28/2006,277792.8378,290870.9854
7/29/2006,275900.8964,284858.9017
7/30/2006,280188.4893,288203.3774
7/31/2006,281403.1855,300192.4506
8/1/2006,288043.497,309274.6512
8/2/2006,289310.4644,301483.5632
8/3/2006,281900.6641,304026.5462
8/4/2006,283214.381,309980.1545
8/5/2006,288263.6763,309307.3674
8/6/2006,285192.488,302921.4966
8/7/2006,279036.3911,304089.9346
8/8/2006,281361.1343,295408.4622
8/9/2006,287942.862,296942.4204
8/10/2006,285088.3189,294505.2871
8/11/2006,284978.8944,299412.8306
8/12/2006,284069.0792,299279.9382
8/13/2006,281041.1881,298789.0965
8/14/2006,284417.0594,307767.9623
8/15/2006,283511.6662,306808.881
8/16/2006,278460.0805,296992.451
8/17/2006,282022.3014,307877.9071
8/18/2006,278723.7783,310397.0969
8/19/2006,278866.9069,301966.4965
8/20/2006,282336.4052,305264.7957
8/21/2006,273565.794,304388.7022
8/22/2006,276542.3616,302367.6909
8/23/2006,282146.8943,305072.943
8/24/2006,291805.4896,309974.7023
8/25/2006,290192.2765,314891.5293
8/26/2006,289796.3307,312036.1774
8/27/2006,293629.4856,316215.0186
8/28/2006,295530.08,310993.4949
8/29/2006,298043.1484,310310.6285
8/30/2006,294879.7087,309148.7478
8/31/2006,294614.2667,309309.2626
9/1/2006,290127.6363,316690.1367
9/2/2006,171679.2224,153096.0275
9/3/2006,174686.744,153221.9958
9/4/2006,174634.7599,155791.4356
9/5/2006,174135.8947,157661.2106
9/6/2006,174273.063,152737.4375
9/7/2006,175876.0226,142026.894
9/8/2006,193176.5991,274426.708
9/9/2006,175201.2433,148525.4686
9/10/2006,192951.5297,282819.0159
9/11/2006,168833.9084,156879.4165
9/12/2006,282149.5507,321477.2431
9/13/2006,256896.192,286335.5021
9/14/2006,267361.4865,311016.1004
9/15/2006,278710.3052,310765.7013
9/16/2006,253886.7062,305599.7791
9/17/2006,91041.91891,179657.6972
9/18/2006,247556.774,243463.0558
9/19/2006,170839.9544,218377.0347
9/20/2006,287893.4909,329009.879
9/21/2006,293122.0811,330567.7887
9/22/2006,268877.6836,323837.6733
9/23/2006,258793.9004,311001.6386
9/24/2006,86235.62998,209003.3891
9/25/2006,55242.28153,107411.2161
9/26/2006,72854.67814,108216.8558
9/27/2006,71949.5146,108758.5102
9/28/2006,145884.6632,147149.7441
9/29/2006,295690.762,330889.0079
9/30/2006,293132.3278,327646.0712
10/1/2006,288507.1465,330008.1633
10/2/2006,291639.3752,328218.019
10/3/2006,298145.2,336422.5158
10/4/2006,293033.4871,339109.4348
10/5/2006,295566.4528,333161.3633
10/6/2006,297499.9787,333332.9563
10/7/2006,295725.406,342607.8266
10/8/2006,293411.8484,341988.3321
10/9/2006,295602.719,338603.4699
10/10/2006,296064.7303,340544.9219
10/11/2006,298578.0552,341811.244
10/12/2006,299293.8846,335749.0757
10/13/2006,303858.8269,345433.072
10/14/2006,301636.0004,346906.5129
10/15/2006,297040.8306,347904.6305
10/16/2006,294992.8526,343469.364
10/17/2006,270754.6111,266905.0576
10/18/2006,247100.46,328270.2266
10/19/2006,254058.2477,331582.2144
10/20/2006,264691.8036,354454.6942
10/21/2006,271130.4806,350115.1209
10/22/2006,273409.8319,361858.2514
10/23/2006,274555.41,351921.8362
10/24/2006,278267.0681,349932.8968
10/25/2006,286216.1723,350435.8092
10/26/2006,297125.0862,358098.0099
10/27/2006,298452.7898,355753.7705
10/28/2006,296047.4811,349024.1094
10/29/2006,293785.1671,348823.3531
10/30/2006,297546.0372,349255.0001
10/31/2006,294423.4129,350840.4017
11/1/2006,295180.5838,354853.827
11/2/2006,295046.8984,352574.1514
11/3/2006,274705.6269,318957.2155
11/4/2006,267959.4453,328832.2208
11/5/2006,272459.5453,339714.5928
11/6/2006,276984.7875,341332.219
11/7/2006,272112.4467,330627.7114
11/8/2006,284923.8377,346125.4071
11/9/2006,292870.5972,355503.0822
11/10/2006,295427.6003,354447.0922
11/11/2006,290162.596,360969.5545
11/12/2006,288773.2962,363299.0106
11/13/2006,286070.5934,364127.149
11/14/2006,286099.2085,362832.8877
11/15/2006,283662.7932,364894.555
11/16/2006,283262.8634,359139.0013
11/17/2006,289794.9671,362498.3455
11/18/2006,292787.6155,364618.1248
11/19/2006,294373.8075,359590.348
11/20/2006,287666.2448,335836.5029
11/21/2006,290855.1584,310333.5784
11/22/2006,287356.9882,307484.1802
11/23/2006,295282.6952,340885.2093
11/24/2006,296999.284,364772.4713
11/25/2006,294559.6551,367695.5998
11/26/2006,285375.1143,365826.5077
11/27/2006,289196.2409,368595.5088
11/28/2006,292281.3599,366138.0627
11/29/2006,287707.6434,350621.016
11/30/2006,293431.534,360989.1985
12/1/2006,297045.5476,362458.1699
12/2/2006,296977.7251,348892.9076
12/3/2006,297353.1205,357911.4489
12/4/2006,300132.5885,367127.7035
12/5/2006,295867.7823,364545.5724
12/6/2006,289707.6396,369989.0635
12/7/2006,302484.0008,368047.5024
12/8/2006,313162.798,368721.2845
12/9/2006,316051.3329,370280.4201
12/10/2006,312402.6628,365651.7301
12/11/2006,310600.2696,367504.2158
12/12/2006,309556.0871,372038.7289
12/13/2006,293113.9308,362460.1842
12/14/2006,302508.2671,362317.2134
12/15/2006,313524.5539,369704.902
12/16/2006,315063.7924,369634.3707
12/17/2006,314979.9341,375783.2202
12/18/2006,314937.0602,378942.3539
12/19/2006,322000.3631,379475.0385
12/20/2006,330014.3554,376196.6481
12/21/2006,331209.009,385599.3549
12/22/2006,331520.6034,388656.833
12/23/2006,327884.3214,379368.9388
12/24/2006,324701.2485,378407.1291
12/25/2006,322457.6821,385390.0602
12/26/2006,318233.0367,378798.4697
12/27/2006,318535.3667,383541.883
12/28/2006,316023.599,383294.0463
12/29/2006,321540.9632,390331.7711
12/30/2006,321866.6924,382941.368
12/31/2006,316767.0763,386588.3364
1/1/2007,316378.6165,386437.6103
1/2/2007,313994.8742,379835.8419
1/3/2007,322585.8639,381748.4295
1/4/2007,325574.1914,396066.0238
1/5/2007,326177.7746,397950.4607
1/6/2007,319153.6156,400258.9882
1/7/2007,312823.1993,397471.5745
1/8/2007,324265.4077,392054.5516
1/9/2007,326739.3858,385695.6171
1/10/2007,328472.0657,375803.9662
1/11/2007,332296.9051,395292.7547
1/12/2007,323710.4107,387368.7403
1/13/2007,327387.0237,388003.8143
1/14/2007,321653.088,383345.323
1/15/2007,320659.0356,387084.69
1/16/2007,328140.1892,389080.428
1/17/2007,332045.9478,388319.3972
1/18/2007,334131.9872,375569.51
1/19/2007,340192.9819,398554.8877
1/20/2007,338756.2396,401649.4228
1/21/2007,340345.1935,403415.4873
1/22/2007,341995.9823,405912.5082
1/23/2007,329795.1075,402352.4069
1/24/2007,328408.5858,396315.839
1/25/2007,331677.1706,402409.9821
1/26/2007,336096.9652,402379.83
1/27/2007,341536.712,408901.7684
1/28/2007,335442.5522,405570.0297
1/29/2007,333387.5413,405355.3344
1/30/2007,333137.2805,403065.6788
1/31/2007,345816.5082,408784.512
2/1/2007,344135.8629,406310.5187
2/2/2007,332546.4927,397989.115
2/3/2007,333552.4868,395380.7753
2/4/2007,322684.6317,402571.2007
2/5/2007,330521.9087,403503.8974
2/6/2007,334103.0423,406476.0575
2/7/2007,331504.2301,394879.9609
2/8/2007,336672.5679,393469.6091
2/9/2007,337820.0811,399905.25
2/10/2007,342500.5814,405148.7327
2/11/2007,340326.9535,410750.5183
2/12/2007,337492.8821,412436.5198
2/13/2007,334580.0164,411273.0507
2/14/2007,332657.1007,410549.7295
2/15/2007,333038.3386,404758.9281
2/16/2007,334797.8474,412460.2096
2/17/2007,331379.3018,403903.5027
2/18/2007,333831.8174,420279.2489
2/19/2007,334266.4884,421233.4
2/20/2007,336247.7126,417584.6036
2/21/2007,337169.3714,419970.1683
2/22/2007,330181.1565,419991.234
2/23/2007,332781.2173,416023.043
2/24/2007,334928.2189,415668.8412
2/25/2007,336195.6404,420575.1995
2/26/2007,335061.2525,396742.1646
2/27/2007,332796.7802,398776.5572
2/28/2007,332764.9567,401143.8058
3/1/2007,341261.56,412462.6062
3/2/2007,334188.8657,408778.8502
3/3/2007,334375.7271,413078.8641
3/4/2007,325832.61,407807.025
3/5/2007,321886.4916,409755.6967
3/6/2007,324975.2159,402145.8698
3/7/2007,333452.5883,393998.2802
3/8/2007,337739.7205,382711.5531
3/9/2007,358742.5891,393688.8367
3/10/2007,363422.2808,397986.5898
3/11/2007,354131.2545,396313.7171
3/12/2007,367591.3987,401948.9892
3/13/2007,345148.0077,395707.5879
3/14/2007,363597.7775,397998.6281
3/15/2007,373962.0076,400281.6261
3/16/2007,357306.4365,405940.9156
3/17/2007,352013.918,392312.3746
3/18/2007,349561.1949,397551.0597
3/19/2007,372537.542,395182.0645
3/20/2007,349607.7846,380729.3306
3/21/2007,360521.9936,372575.9258
3/22/2007,368981.0633,372076.7493
3/23/2007,366969.7124,327791.6847
3/24/2007,339186.3396,317027.0282
3/25/2007,338742.1642,317478.5021
3/26/2007,352514.5135,291769.1189
3/27/2007,320653.3731,310435.4871
3/28/2007,316645.4117,345159.4547
3/29/2007,261435.6361,340961.4788
3/30/2007,249228.1319,316653.0598
3/31/2007,286147.8362,319162.0703
4/1/2007,277599.3486,359437.6654
4/2/2007,265606.6702,369251.5728
4/3/2007,300848.4855,396082.2174
4/4/2007,319856.0885,386873.4521
4/5/2007,330647.9861,380422.1584
4/6/2007,337189.3205,403772.6925
4/7/2007,330162.7729,408775.5654
4/8/2007,319972.6203,409317.3271
4/9/2007,324504.3043,407219.2415
4/10/2007,323806.9647,396309.241
4/11/2007,329031.9735,403883.3594
4/12/2007,343254.9649,400293.3419
4/13/2007,324296.3389,403304.8004
4/14/2007,310586.1745,402645.809
4/15/2007,295457.2005,398489.9316
4/16/2007,309335.4444,403326.709
4/17/2007,339675.3724,407519.5471
4/18/2007,314252.3618,401438.1014
4/19/2007,293179.8219,404380.7301
4/20/2007,332808.1146,407177.3762
4/21/2007,314630.4486,402160.129
4/22/2007,301695.3357,336487.5335
4/23/2007,322171.4757,322908.2935
4/24/2007,325841.3042,339955.2893
4/25/2007,297736.2888,328510.0779
4/26/2007,303058.3439,330134.3807
4/27/2007,308782.5654,333992.3658
4/28/2007,305535.6499,331906.0036
4/29/2007,298408.2252,328402.5451
4/30/2007,319338.1882,326300.4726
5/1/2007,312416.3357,335013.474
5/2/2007,328840.3856,374803.3384
5/3/2007,336816.2362,391656.8452
5/4/2007,338260.2763,405915.7202
5/5/2007,288359.5061,398406.9393
5/6/2007,275057.0619,374488.9888
5/7/2007,297680.3337,394115.4257
5/8/2007,316513.8864,403994.394
5/9/2007,319975.773,393343.6752
5/10/2007,333330.3482,400187.4992
5/11/2007,341168.9749,413872.9011
5/12/2007,330393.4867,415567.6944
5/13/2007,325654.865,414743.9822
5/14/2007,332518.8447,418314.8853
5/15/2007,342171.6509,420174.0692
5/16/2007,336568.3463,406290.2132
5/17/2007,338012.2936,420790.4512
5/18/2007,346735.1724,465104.6193
5/19/2007,355072.3023,474870.3242
5/20/2007,337709.2235,479781.7481
5/21/2007,337448.7352,471528.0382
5/22/2007,355006.8167,480586.9475
5/23/2007,323694.4998,410030.3202
5/24/2007,460018.183,446438.162
5/25/2007,353428.6101,460490.5311
5/26/2007,373177.7896,458803.5914
5/27/2007,324505.1889,462794.7495
5/28/2007,368492.3734,471380.4106
5/29/2007,376522.0752,468523.3114
5/30/2007,431725.5651,468369.8593
5/31/2007,499605.4532,469770.0336
6/1/2007,425560.2842,473247.073
6/2/2007,415038.5015,478176.5635
6/3/2007,400868.6148,474524.3969
6/4/2007,437332.4333,469128.9304
6/5/2007,397924.9844,450311.6377
6/6/2007,401727.882,443492.0355
6/7/2007,405608.0009,460677.7932
6/8/2007,392422.8922,470005.399
6/9/2007,323426.1222,473914.2904
6/10/2007,311336.5395,451410.1735
6/11/2007,321095.4131,450851.8264
6/12/2007,372273.9733,453338.3464
6/13/2007,331630.4817,462864.8583
6/14/2007,385257.4019,467905.6432
6/15/2007,324891.7138,459157.8851
6/16/2007,334403.1674,459853.5159
6/17/2007,330051.5228,454853.3054
6/18/2007,365708.9099,459039.9737
6/19/2007,429903.4855,458342.4983
6/20/2007,430875.9221,456230.3936
6/21/2007,352733.1182,469593.4126
6/22/2007,417321.8837,470383.6349
6/23/2007,317577.2883,469479.6319
6/24/2007,322627.4631,468792.1897
6/25/2007,365521.5923,474498.1132
6/26/2007,418467.5762,471272.8181
6/27/2007,331438.1896,462418.9069
6/28/2007,407217.8594,466651.1337
6/29/2007,321564.8576,465695.1536
6/30/2007,443090.8474,467270.735
7/1/2007,329713.1619,470525.0687
7/2/2007,348936.435,458266.0975
7/3/2007,422404.1816,474453.8205
7/4/2007,315693.8583,447712.8058
7/5/2007,393695.4512,430270.8608
7/6/2007,314686.4851,437919.1801
7/7/2007,417348.9743,467887.3307
7/8/2007,398336.9629,472249.7249
7/9/2007,407692.0526,458803.6703
7/10/2007,422943.9912,490884.1911
7/11/2007,429006.5249,490090.1765
7/12/2007,428020.9467,485585.4017
7/13/2007,424941.1255,481712.11
7/14/2007,424087.5745,480578.5058
7/15/2007,416157.572,479396.5172
7/16/2007,407024.0214,464818.5297
7/17/2007,413943.4307,466464.7342
7/18/2007,414969.2279,477482.0949
7/19/2007,425961.2802,482704.6152
7/20/2007,426733.4811,487597.2742
7/21/2007,422529.7678,475795.9569
7/22/2007,419005.1028,459102.6947
7/23/2007,415812.6745,462645.037
7/24/2007,419890.7798,453558.9516
7/25/2007,411022.7555,426012.3599
7/26/2007,434332.7213,461369.0676
7/27/2007,441585.334,469475.3166
7/28/2007,429814.8196,478145.3339
7/29/2007,421042.6076,491788.9513
7/30/2007,427636.29,489361.6391
7/31/2007,431651.8076,464241.6358
8/1/2007,410335.2369,464756.2412
8/2/2007,407849.9396,459300.7436
8/3/2007,422513.4297,472358.9976
8/4/2007,413962.6185,473243.2316
8/5/2007,408837.733,471946.9555
8/6/2007,408061.2565,464579.1444
8/7/2007,410669.2295,463497.2036
8/8/2007,416600.2532,462124.0113
8/9/2007,428131.9808,468924.2438
8/10/2007,432083.4577,473007.6941
8/11/2007,433046.9696,473519.3787
8/12/2007,422926.6126,465399.7475
8/13/2007,426826.5883,455990.7027
8/14/2007,429183.7699,459237.4779
8/15/2007,448107.9967,460689.2995
8/16/2007,454789.1586,459040.0214
8/17/2007,469079.7188,466003.4657
8/18/2007,443718.6602,458352.6093
8/19/2007,436818.8119,464886.0564
8/20/2007,450041.9039,467127.798
8/21/2007,458252.0517,465407.172
8/22/2007,447457.3271,473586.4754
8/23/2007,431744.9667,481918.0841
8/24/2007,425923.1045,483412.0771
8/25/2007,431152.5265,486247.5328
8/26/2007,422714.577,470839.5402
8/27/2007,362742.6232,475531.3443
8/28/2007,513857.6656,475732.257
8/29/2007,419478.9265,482036.1497
8/30/2007,423239.9726,481641.1425
8/31/2007,542864.8089,487443.9306
9/1/2007,417704.4567,490078.4403
9/2/2007,411851.3989,482290.7597
9/3/2007,406970.8477,476668.1871
9/4/2007,409421.3332,482101.4109
9/5/2007,417754.1903,426390.0446
9/6/2007,407967.2638,402142.0405
9/7/2007,408504.5604,425954.5365
9/8/2007,422557.4274,446205.2037
9/9/2007,409173.0629,451007.9852
9/10/2007,384932.5367,446182.2516
9/11/2007,405937.483,424041.6348
9/12/2007,409740.8926,433127.3152
9/13/2007,397613.8339,451665.7071
9/14/2007,413619.9988,459238.01
9/15/2007,416742.6663,462067.845
9/16/2007,419453.8547,465192.6274
9/17/2007,423123.3671,440593.1606
9/18/2007,433231.6396,414830.8276
9/19/2007,427674.6178,445772.99
9/20/2007,448715.2978,472246.3686
9/21/2007,455696.5916,478448.8733
9/22/2007,454511.0824,477416.3592
9/23/2007,445503.9592,481185.7255
9/24/2007,449733.8169,478763.3115
9/25/2007,451590.6884,475540.9412
9/26/2007,448202.0989,489736.1711
9/27/2007,444510.3865,496243.2527
9/28/2007,451984.662,495334.1935
9/29/2007,445432.9969,480107.9681
9/30/2007,504227.4902,468111.869
10/1/2007,462545.2226,463239.0098
10/2/2007,444334.3904,464704.6521
10/3/2007,442982.3178,466759.729
10/4/2007,445260.6253,462550.7625
10/5/2007,442792.6474,463086.1686
10/6/2007,456217.7195,476507.8234
10/7/2007,440976.2889,484592.9249
10/8/2007,438421.2564,472494.1486
10/9/2007,440627.1535,478329.6263
10/10/2007,445796.1414,478462.2694
10/11/2007,399736.9237,477159.6871
10/12/2007,450490.8738,483492.7854
10/13/2007,447856.6929,481868.6553
10/14/2007,447754.2187,476633.3379
10/15/2007,445911.027,484241.3892
10/16/2007,437005.2274,473508.4271
10/17/2007,438404.5367,480450.2844
10/18/2007,456627.5396,487081.1719
10/19/2007,444120.6407,484605.6166
10/20/2007,452382.4171,473290.9012
10/21/2007,451583.8843,483491.316
10/22/2007,452145.9289,487542.4929
10/23/2007,450217.7424,483211.8478
10/24/2007,447261.432,472946.2156
10/25/2007,422401.6936,476810.3783
10/26/2007,446927.8563,480471.0975
10/27/2007,441470.213,477438.08
10/28/2007,430259.1248,478536.1439
10/29/2007,426561.5457,479603.444
10/30/2007,422215.5752,489555.6312
10/31/2007,539059.0103,489809.7719
11/1/2007,409434.1903,486586.1636
11/2/2007,399642.326,492596.7619
11/3/2007,428315.3706,482569.2747
11/4/2007,422796.3522,476681.1838
11/5/2007,416041.1932,475142.1462
11/6/2007,378833.1928,391912.7232
11/7/2007,352140.8277,317870.4342
11/8/2007,406684.1192,429179.2298
11/9/2007,448655.3746,473661.658
11/10/2007,453301.4283,478100.0256
11/11/2007,447304.0136,464491.1946
11/12/2007,443705.6335,461939.6483
11/13/2007,449423.7225,459034.1981
11/14/2007,461397.706,439328.9462
11/15/2007,478864.621,488553.7576
11/16/2007,498333.7099,549884.1507
11/17/2007,494778.3022,556339.4438
11/18/2007,490041.6628,564986.3777
11/19/2007,497420.9256,567126.4751
11/20/2007,493773.2546,572243.4869
11/21/2007,491932.4851,574296.4253
11/22/2007,486070.2333,561729.5139
11/23/2007,495098.5639,571576.5178
11/24/2007,490106.7558,581954.8826
11/25/2007,487182.3559,577597.303
11/26/2007,483636.7449,586764.5759
11/27/2007,412342.5111,595991.2263
11/28/2007,414407.117,581907.9408
11/29/2007,480930.0845,581615.0612
11/30/2007,937578.1566,598219.4576
12/1/2007,470953.8468,611425.8934
12/2/2007,397014.7605,609853.7518
12/3/2007,417170.6102,599239.6618
12/4/2007,467852.4459,599602.8453
12/5/2007,438043.2891,589933.4267
12/6/2007,480506.1958,599316.1989
12/7/2007,425753.4775,599569.4036
12/8/2007,472256.2019,592101.443
12/9/2007,465043.1008,586714.2714
12/10/2007,463473.6394,583466.8631
12/11/2007,453418.5979,566015.0691
12/12/2007,466171.5331,590257.8566
12/13/2007,462593.8377,589524.4809
12/14/2007,474175.0813,599522.2687
12/15/2007,467174.9338,595883.7341
12/16/2007,463541.1501,596161.1527
12/17/2007,477251.6445,599434.088
12/18/2007,463025.6369,593584.2814
12/19/2007,480987.5912,593482.4672
12/20/2007,477989.9317,586371.7085
12/21/2007,469875.8862,613213.4171
12/22/2007,484223.7733,617505.3807
12/23/2007,411325.0612,612290.1486
12/24/2007,470226.276,605533.2914
12/25/2007,464988.7112,608559.2277
12/26/2007,460939.0701,611031.2389
12/27/2007,458537.134,609769.2117
12/28/2007,461508.8421,623098.998
12/29/2007,463197.0763,633139.1636
12/30/2007,462496.1592,637818.9567
12/31/2007,1006791.069,639538.8955
1/1/2008,452253.1213,630691.8856
1/2/2008,469094.1267,617213.2001
1/3/2008,468313.8659,631731.2327
1/4/2008,425192.9883,624281.7001
1/5/2008,476148.9744,622549.0601
1/6/2008,470824.5068,629099.8925
1/7/2008,460791.2018,629748.9802
1/8/2008,456685.1062,624934.0356
1/9/2008,469041.3376,628651.1855
1/10/2008,458605.7379,626360.7039
1/11/2008,462095.0792,630551.714
1/12/2008,469544.7279,636020.4527
1/13/2008,458130.4968,627801.3671
1/14/2008,465158.4769,629209.83
1/15/2008,462882.1623,636845.7048
1/16/2008,465820.9314,641346.3928
1/17/2008,458145.7537,637835.6501
1/18/2008,472808.7867,699792.1231
1/19/2008,463901.8529,697726.804
1/20/2008,456243.5472,690141.8733
1/21/2008,454086.8235,728360.2414
1/22/2008,438857.0178,623861.5801
1/23/2008,446485.1238,636783.9287
1/24/2008,446233.9238,643122.9855
1/25/2008,423919.3055,645287.8894
1/26/2008,437467.4138,636612.551
1/27/2008,440864.8225,632988.9437
1/28/2008,450797.8063,631589.3161
1/29/2008,446583.3586,628629.9053
1/30/2008,456697.2189,628122.7197
1/31/2008,868866.9345,640898.8065
2/1/2008,459239.1803,640925.7206
2/2/2008,452561.896,649060.3447
2/3/2008,466210.6127,653598.8844
2/4/2008,457320.7264,633748.0322
2/5/2008,466512.2811,656303.452
2/6/2008,463034.5726,657662.0558
2/7/2008,453335.6317,667076.1084
2/8/2008,458061.027,663735.1995
2/9/2008,466724.1346,667416.4704
2/10/2008,459534.0286,657922.5664
2/11/2008,455546.0312,658627.112
2/12/2008,456026.1368,664242.8653
2/13/2008,464632.8911,651617.7294
2/14/2008,453309.0854,652969.4356
2/15/2008,440581.4942,656298.5452
2/16/2008,441403.6483,652899.4096
2/17/2008,440277.7262,653552.0545
2/18/2008,439874.9121,654838.1236
2/19/2008,434524.9178,656364.2639
2/20/2008,435189.2589,655318.0196
2/21/2008,426634.0376,654860.3934
2/22/2008,436950.0381,658321.0058
2/23/2008,463640.1587,654740.456
2/24/2008,478030.6362,649500
2/25/2008,441587.2338,645407.9255
2/26/2008,406298.0914,651684.2097
2/27/2008,440705.6567,642279.1259
2/28/2008,448711.7842,645866.3239
2/29/2008,754480.2817,634137.1955
3/1/2008,436749.8101,649344.2742
3/2/2008,417115.4805,646733.5169
3/3/2008,407574.4236,656789.2763
3/4/2008,407650.027,642885.3372
3/5/2008,427313.2204,649270.1473
3/6/2008,440151.4943,655848.4021
3/7/2008,441488.2235,662198.0431
3/8/2008,362511.2247,665090.5951
3/9/2008,375358.3304,664448.9596
3/10/2008,427164.1523,661671.8049
3/11/2008,431762.5893,650915.0945
3/12/2008,437922.3705,660192.021
3/13/2008,443562.8997,642063.8671
3/14/2008,443835.9736,667833.8222
3/15/2008,449266.5727,663840.537
3/16/2008,444086.4327,662587.2968
3/17/2008,459527.6893,664704.7876
3/18/2008,447057.3849,658975.2684
3/19/2008,435016.6775,648238.9147
3/20/2008,459810.4205,664909.6163
3/21/2008,469162.3919,669815.094
3/22/2008,462832.5027,675406.2567
3/23/2008,446828.7161,674437.9202
3/24/2008,421782.7056,649247.9763
3/25/2008,433616.6155,662180.5484
3/26/2008,438330.4198,677177.4459
3/27/2008,445152.63,653990.5158
3/28/2008,443920.2226,659413.1136
3/29/2008,468035.6575,676511.4933
3/30/2008,461859.7535,675324.8967
3/31/2008,839355.8602,669516.7214
4/1/2008,382019.1696,666889.5118
4/2/2008,453071.5852,650139.0774
4/3/2008,461213.2645,664191.4636
4/4/2008,467693.7431,677872.156
4/5/2008,483864.2724,683471.4914
4/6/2008,457424.1235,677143.504
4/7/2008,474743.3356,691414.1929
4/8/2008,498098.5029,711097.9731
4/9/2008,510863.0303,712440.9141
4/10/2008,509873.1696,723544.7023
4/11/2008,516764.9681,725378.8424
4/12/2008,503043.2542,728272.8229
4/13/2008,502818.2098,722873.1071
4/14/2008,492902.4358,718104.9724
4/15/2008,501994.5386,688065.9793
4/16/2008,494223.0971,672551.7495
4/17/2008,506313.2121,678866.3597
4/18/2008,510581.1599,679323.2271
4/19/2008,492475.3902,698731.2832
