well,field,source,target,valueSource,value,latest_date
886,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
890,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
894,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
898,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
902,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
906,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
910,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
914,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
918,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
922,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
926,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
930,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
934,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
938,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
942,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
946,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
950,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
954,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
958,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
962,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
966,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
970,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
974,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
978,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
982,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
986,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
990,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
994,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
998,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1002,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1006,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1010,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1014,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1018,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1022,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1026,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1030,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1034,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1038,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1042,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1046,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1050,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1054,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1058,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1062,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1066,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1070,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1074,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1078,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1082,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1086,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1090,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1094,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1098,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1102,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1106,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1110,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1114,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1118,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1122,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1126,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1130,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1134,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1138,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1142,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1146,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1150,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1154,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1158,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1162,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1166,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1170,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1174,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1178,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1182,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1186,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1190,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1194,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1198,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1202,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1206,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1210,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1214,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1218,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1222,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1226,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1230,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1234,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1238,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1242,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1246,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1250,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1254,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1258,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1262,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1266,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1270,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1274,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1278,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1282,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1286,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1290,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1294,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1298,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1302,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1306,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1310,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1314,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1318,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1322,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1326,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1330,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1334,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1338,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1342,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1346,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1350,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1354,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1358,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1362,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1366,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1370,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1374,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1378,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1382,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1386,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1390,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1394,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1398,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1402,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1406,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1410,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1414,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1418,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1422,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1426,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1430,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1434,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1438,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1442,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1446,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1450,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1454,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1458,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1462,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1466,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1470,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1474,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1478,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1482,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1486,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1490,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1494,27,NORTH CENTRAL,ALL,11880.13,339.43,6/25/2017
1496,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1501,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1506,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1511,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1516,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1521,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1526,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1531,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1536,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1541,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1546,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1551,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1556,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1561,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1566,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1571,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1576,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1581,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1586,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1591,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1596,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1601,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1606,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1611,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1616,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1621,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1626,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1631,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1636,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1641,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1646,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1651,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1656,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1661,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1666,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1671,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1676,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1681,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1686,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1691,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1696,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1701,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1706,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1711,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1716,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1721,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1726,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1731,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1736,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1741,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1746,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1751,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1756,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1761,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1766,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1771,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1776,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1781,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1786,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1791,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1796,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1801,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1806,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1811,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1816,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1821,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1826,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1831,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1836,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1841,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1846,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1851,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1856,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1861,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1866,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1871,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1876,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1881,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1886,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1891,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1896,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1901,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1906,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1911,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1916,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1921,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1926,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1931,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1936,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1941,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1946,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1951,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1956,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1961,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1966,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1971,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1976,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1981,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1986,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1991,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1996,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2001,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2006,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2011,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2016,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2021,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2026,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2031,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2036,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2041,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2046,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2051,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2056,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2061,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2066,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2071,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2076,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2081,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2086,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2091,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2096,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2101,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2106,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2111,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2116,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2121,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2126,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2131,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2136,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2141,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2146,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2151,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2156,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2161,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2166,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2171,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2176,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2181,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2186,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2191,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2196,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2201,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2206,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2211,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2216,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2221,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2226,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2231,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2236,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2241,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2246,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2251,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2256,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2261,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2266,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2271,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2276,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2281,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2286,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2291,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2296,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2301,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2306,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2311,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2316,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
2321,15,CENTRAL,ALL,9106.05,260.17,6/25/2017
1495,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1500,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1505,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1510,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1515,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1520,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1525,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1530,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1535,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1540,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1545,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1550,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1555,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1560,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1565,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1570,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1575,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1580,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1585,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1590,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1595,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1600,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1605,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1610,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1615,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1620,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1625,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1630,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1635,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1640,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1645,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1650,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1655,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1660,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1665,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1670,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1675,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1680,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1685,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1690,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1695,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1700,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1705,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1710,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1715,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1720,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1725,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1730,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1735,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1740,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1745,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1750,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1755,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1760,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1765,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1770,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1775,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1780,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1785,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1790,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1795,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1800,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1805,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1810,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1815,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1820,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1825,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1830,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1835,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1840,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1845,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1850,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1855,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1860,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1865,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1870,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1875,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1880,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1885,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1890,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1895,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1900,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1905,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1910,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1915,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1920,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1925,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1930,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1935,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1940,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1945,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1950,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1955,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1960,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1965,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1970,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1975,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1980,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
1985,14,CENTRAL,ALL,8868.91,253.40,6/25/2017
